Name,Latitude,Longitude
Garhi Khairo,28.060446399939497,67.9797927
Garhi Yasin,27.905884899956757,68.5114874
Garh Morr,30.84680219967164,71.8379533
Ghafoor Town,31.487616541785997,73.06932218129558
Ghakhar Mandi,32.304165499598675,74.1465014
Ghalanai,34.32302929961396,71.3996165
Gharo,24.740895300279412,67.58100799999998
Ghasitpura Chak 69 RB,31.520254439644333,73.3503897210034
Ghawari,35.18289249966458,76.0565305
Ghaziabad # 1,31.45962999963338,73.1067125
Ghona,31.488199511890826,73.11368738670728
Ghorghushti,33.94471689959999,72.55442209999998
Ghulam Muhammad Abad,31.439585908954818,73.04746787379008
Gogera,30.95527849966413,73.3298277
Gokhowal,31.47780215683388,73.10020213909527
Golarchi,24.650370600286585,68.5332716
Goth Hussain,25.411358500221382,66.66543
Greenview Colony,31.446255789186598,73.07273552854632
Guddu,28.43193199989841,69.6882805
Gujjaron ke Basti,30.564781599692516,72.123699
Gujo,24.74596280027901,67.7456967
Gulbahar Colony,31.39893559646434,73.10474235042794
Gulberg,24.93254320026369,67.0705588
Gulberg,31.424254140139006,73.0612633971286
Gulberg,31.511995499630586,74.3430178
Gulberg B,31.41993676170412,73.0589692968556
Gulberg C,31.41837263660481,73.06114146626932
Gulberg Model Town Mardan,34.15129087189329,72.02047278363877
Gulistan Colony A Block,31.448546991150963,73.09366359288316
Gulistan Colony No.01,31.43878669766956,73.0998335529885
Gulistan Colony No.02,31.444484598947966,73.10329102195162
Gulistan-e-Faisal,24.866755220710044,67.31924302141799
Gulistan-e-Johar,24.924016200264404,67.13821339999998
Gulpur,33.43710719958938,73.85704099999998
Gulshan-e-Habib,31.448821129165065,73.11127917081869
Gulshan-e-Madina,31.49018361010938,73.07859034294613
Gulshan-e-Maymar,25.022327100256074,67.13454119999999
Gulzar Colony,31.394955483973447,73.12147451273346
Guru Nank Pura,31.416347373331945,73.06387480051531
Hajira,33.77155139959532,73.89678639999998
Haji Shah,33.87671289959802,72.3265123
Hajvari Town,31.43663289220425,73.09539394185447
Hakeemabad,34.01249432417829,72.03202691426345
Hala,25.815865300182658,68.4259226
Hamayon Town,31.40260324368197,73.15239158243467
Hangu,33.527995999590594,71.0575407
Harichand,34.38467359961672,71.8048498
Harnai,30.10049199973086,67.9379629
Hasan Abdal,33.82184729959657,72.68738949999998
Haseeb Shaheed Colony,31.393326810596527,73.10444331455817
Hassan Pura,31.40829003951279,73.12226448113117
Hassan Villas,31.43146892917278,73.15014057255472
Hattar,33.85069889959731,72.8500447
Hattian Bala,34.170578999607706,73.7428353
Havelian,34.05191269960343,73.15345299999998
Hayatabad,33.97782819960101,71.4464997
Hazara Town,30.179101399724047,66.9547927
Hazro,33.909769699598954,72.48867899999999
Heir,31.409902699636085,74.4894491
Helan,32.48700139959418,73.6571583
Hemat Pura,31.406606143489785,73.13622948053474
Hingorja,27.20995990003461,68.4154594
Hoshab,26.01466800016276,63.88397710000001
Hudiara,31.44398619963422,74.56746709999999
I-16,33.59384419959165,72.93365679999998
Ichhra,31.530555499629617,74.3190003
International Housing Society,31.451206771945042,73.0755091362473
Iqbal Nagar,30.467187099700183,72.4569786
Isa Khel,32.676752799590716,71.2811579
Islamgarh,33.190558999587566,73.8311375
Islamkot,24.7009508002826,70.1784697
Islampura Jabar,33.29498929958806,73.47851479999999
Ismail City,31.467293916147437,73.06580543105845
Jabbori,34.49017859962176,73.2660876
Jaffirwala,31.66233099962303,71.33596349999999
Jaglot,35.688326099706,74.6258433
Jahanian,30.038017999736358,71.8184519
Jaisarwala,32.34831309959748,74.389271
Jalabela,34.10416699960524,71.692778
Jalala,34.333308699614406,71.9081698
Jalalpur Bhattian,32.063441399606276,73.37775509999999
Jalalpur Jattan,32.640586199591276,74.2038635
Jalalpur Pirwala,29.503645499786334,71.2236784
Jalkhad,35.001211799651735,73.93890519999998
Jamal Garhi,34.31413719961357,72.06614169999999
Jameelabad,31.455526867338733,73.10757872465858
Jamke Cheema,32.386631799596515,74.4039165
Jamrud,34.002009399601775,71.38083429999999
Jam Sahib,26.29617830013374,68.6309547
Jamshoro,25.400723200222366,68.26617199999998
Jand,33.43177019958931,72.0196309
Jandola,32.33399409959787,70.1219562
Jarwar,27.915539399955676,69.5206149
Jati,24.35335050030889,68.2678116
Jatlan Azad Kashmir,33.035178799587534,73.8425626
Jatli,33.2036638995876,73.10550089999998
Jatoi,29.510522399785653,70.8459377
Jehangira,33.9648190996006,72.2090293
Jhal Magsi,28.28517969991456,67.4543321
Jhampir,25.02461560025589,68.01367429999999
Jhandvi,32.583196266506015,74.00441982267519
Jhawarian,32.36003959959718,72.62614379999998
Jhol,25.95928810016835,68.8887037
Jilani Pura,31.404108212763763,73.09016190877705
Jinnah Colony,31.420373721808122,73.06658494573185
Jiwani,25.050317400253668,61.74655609999998
Johar Town,31.46316149963317,74.2939169
Johi,26.691071500091656,67.61141739999998
Judicial Colony,31.46948335047598,73.17692494255218
KAHI / کـآ ھی,33.81845622865803,72.08768549047048
Kahkashan Colony,31.410816143801682,73.13071272246728
Kahror Pakka,29.624169299774636,71.91680369999999
Kahuta,33.59131579959161,73.3882346
Kalabagh,34.07414329960419,73.3708487
Kālābāgh,32.96469349958781,71.55461449999999
Kalam,35.48123519968802,72.58810739999998
Kala Shah Kaku,31.748117499619035,74.24409159999999
Kalat,29.033340599833952,66.5843344
Kaleem Shaheed Colony,31.434327023169345,73.0271916600251
Kallar Kahar,32.781784599589315,72.69940969999999
Kallar Syedan,33.414553399589124,73.37828410000002
Kamar Mushani,32.84449509958867,71.3654436
Kamir,30.429134299703236,73.04463199999998
Kandiari,25.80108035860152,69.06820472537864
Kandiaro,27.059456800051308,68.21035169999999
Kanganpur,30.769158999677195,74.1249286
Kaniguram,32.52138099959346,69.7959916
Kanjrur,32.14627659960345,74.9999266
Kanjwani,30.92663076654779,72.95768886715923
Kanoha,33.40199279958898,73.4399071
Kanozai,30.62191549968813,67.37278740000002
Karbogha Sharif,33.355364499588525,70.771662
Karimabad,36.32705589976956,74.65933569999999
Karimabad,32.96328439958781,71.53783089999999
Karim Dad Qureshi,30.070935879226347,70.96230287558319
Karim Town,31.374979150559476,73.092300688889
Karim Town,31.374979150559476,73.092300688889
Kario Ghanwar,24.805557600274188,68.6036738
Karor Lal Esan,31.230106399646502,70.94755189999998
Kashmore,28.432291499898373,69.5814755
Keamari,24.822614200272806,66.9783667
Kel,34.82425179964033,74.352284
Keris,35.23700499966861,75.93883570000001
Khai Gala,33.84685049959722,73.8293698
Khairpur Nathan Shah,27.090836200047825,67.7347939
Khairpur Tamiwali,29.579301999778963,72.2453333
Khalidabad,31.410593110240935,73.071098589238
Khan Bela,28.961942399841423,70.74009779999999
Khandak (Forte),34.001618548296456,72.94050873813629
Khanpur,28.00031429994621,68.7284767
Khanpur,33.80268029959608,72.9125888
Khanpur Mahar,27.841123399963998,69.4119882
Khanqah Dogran,31.831775499615354,73.62035129999998
Khanqah Sharif,29.31300789980528,71.54522169999998
Khar,34.739911399635275,71.5285048
Khara,31.161422999650718,74.4267799
Kharan,28.58073249988217,65.4207071
Kharian,32.81002369958901,73.8663245
Khattak Abad,32.92438649958803,71.5974928
Khayban Colony,31.43483772934618,73.13674563338401
Khewra,32.63222831292265,73.01616147348344
Khewra,32.630737699591435,73.01470909999999
Khichiwala,29.329293699803635,72.9586625
Khipro,25.827337500181518,69.3757258
Khirabad,32.8869839995883,71.6062087
Khudian Khas,30.984975499662127,74.27268709999998
Khwazakhela,34.937032899647484,72.4669407
Khyaban Gardens,31.474618613725053,73.08946875711464
Kirarikot,31.568541599627668,71.2169328
Kohlu,29.899997699748784,69.2500203
Kolo Tarar,32.125518199604144,73.55137669999999
korai,35.328326799675644,71.6001094
Korangi,24.820692800272955,67.1403735
Kot Chutta,29.887135099749955,70.6480356
Kot Jamel,32.85039719958861,74.30153959999998
Kot Kashmīr,32.741317599589806,70.71278709999999
Kotla Arab Ali Khan,32.85265979958859,74.07129770000002
Kotli,33.52164119959049,73.9076096
Kotli Sattian,33.80580759959616,73.52374309999999
Kot Mithan,28.958913899841743,70.36540469999998
Kot Momin,32.188733699602096,73.03163599999999
Kot Najibullah,33.934329499599684,72.8556462
Kot Radha Kishan,31.170478799650148,74.1012446
Kot Sarang,33.03651549958753,72.3824284
Kot Shaukat,30.760434899677836,73.8056996
Kot Sultan,30.76793088051579,70.93321460750538
Kuchlak,30.362815099708627,66.9496817
Kulachi,31.929992599611296,70.4592265
Kundian,32.46124529959475,71.48926850000001
Kunjah,32.52998999959328,73.97423169999999
Kurak,29.565017099780345,67.9425673
Kuzdar Tehsil,28.0084357999453,66.5719921
Lachi,33.38229639958879,71.3381655
Lahore Canal Bank Co-Operative Housing Society Phase 1 (Gulbahar Park),31.454601688629612,74.22865922083732
Lake City,31.353605599639245,74.25268229999999
Lakhi Ghulam Shah,27.850304499962977,68.700553
Lakhneke,31.20268989964817,74.45725359999999
Lakki Marwat,32.60567439959187,70.91135259999999
Lalamusa,32.69979149959037,73.95869569999999
Landhi,25.312767800230425,69.1519765
Landi Kotal,34.10052739960511,71.1468496
Landiwah,32.75214599958967,70.96495759999999
Lasani Garden,31.459050461513574,73.0713325636804
Liaqat Town,32.17345789960258,71.438928
Liaquatpur,28.934928799844258,70.9515927
Lilla,32.56747639959255,72.7521993
Lora Hazara,33.892175399598464,73.28121429999999
Loralai,30.3668649997083,68.6000654
Luddan,29.894871299749248,72.55810759999999
Lund Khwar,34.391330399617026,71.9808061
Lyari,24.86442700026936,66.9982713
Madeji,27.755439399973593,68.4522156
Madhupur,35.09106789965796,76.008786
Madina Abad,31.39941901541209,73.133472952979
Madina Town,31.420237622132944,73.11936256952082
Madina Town,31.416154499635745,73.12027279999998
Madyan,35.141291299661546,72.5374404
Mahmoodabad,31.431907727819294,73.1015880946363
Mailsi,29.798937099758103,72.17823659999999
Maingri,32.20390279960162,75.12453429999998
Maini,34.117151899605716,72.60934199999998
Makhdoom Pur Pahuran,30.458127999700903,72.0412337
Makin,32.62165259959159,69.83865149999998
Makli,24.747277000278913,67.8923259
Malakand,34.573026899626,71.9318872
Malakwal,32.55355259959282,73.20572539999999
Malik Pur,31.45292576940221,73.13392959547453
Malir,24.895918500266752,67.19691870000001
Malka Hans,30.424994199703573,73.2761459
Mananwala,31.59298959962643,73.69116449999999
Mand,26.115961500152423,62.028109799999996
Mandi Ahmedabad,30.65349339968575,74.0298874
Mandiala Tegha,32.12378929960419,74.32312689999999
Mandi Sadiq Ganj,30.158763699725796,73.7382969
Mandra,33.366686699588634,73.23970719999998
Manga,31.306881199641943,74.0516469
Mangla,33.07113309958746,73.6232912
Manglawar,34.80854349963937,72.4304037
Mangowal,32.49499729959401,73.8945863
Manhala,31.5289434996297,74.54388359999999
Mānjhand,25.908590500173435,68.23694859999999
Mānki,34.01018939960204,72.3258344
Manki Sharif,33.9452467996,71.9699925
Mansoora Abad,31.433549416743766,73.11664387621025
Marghuz,34.070287999604055,72.531734
Mari Indus,32.9484569197886,71.56191437074176
Masoodabad,31.427379952296018,73.13320762208407
Mastuj,36.276967699764164,72.51527619999999
Mastung,29.800042999758,66.8500394
Matiari,25.597185800203896,68.4454874
Matoha,33.27706989958795,73.32410609999998
Matora,32.53594119959317,70.7718757
Matta,34.925580999646726,72.4144319
McLeod Gunj,30.248190799718166,73.69695329999999
Mehmood Booti,31.604942399625838,74.39499579999999
Mehr abad,30.431664033310984,72.34205440464241
Mera Umarzai,34.23679519961032,71.7269
Mian Channu,30.441730763785575,72.35287803346314
Mian Channu,30.43893669970245,72.3550547
Minchinabad,30.162873199725436,73.5687491
Miranshah,33.001813299587646,70.0670776
Mīrpur Batoro,24.727906000280452,68.2579964
Mīrpur Sakro,24.54718070029455,67.6277734
Mithiani,26.8697157000722,67.9804528
Model Town,31.485104799632005,74.3262044
Mohalla Eid Gah,30.43067184689845,72.35704983417801
Mohallah Rodi Khel,32.15413619960321,71.2590809
Mohalla Islamabad,30.43666205379797,72.36295804902045
Mohalla Umarabad,32.95207909958786,72.85584419999999
Mondeke,32.308501999598555,74.4349701
Motorway City,31.515157947747596,73.07688826363119
Mozang,31.553744999628417,74.3141492
Mughal Pura,31.450960888923664,73.11510383333332
Muhammad Abad,31.39780216249324,73.1088558215004
Muhammad Nagar,31.397144456783057,73.11796919473221
Mullazai,32.41570319959582,70.4679434
Munda,30.583081299691116,71.2329366
Muneerabad,31.427230172334124,73.03566153663219
Muradabad,31.448821686167815,73.03732784659076
Mureed Wala,31.66138749962308,71.3042489
Murid,32.91213669958812,72.75463649999999
Murree,33.90568289959884,73.39267399999999
Muslim Town,31.461284688164113,73.08772440334808
Muslim Town B Block,31.456077129990025,73.0799471775204
Mustafabad,31.252171699645174,74.420274
Nabisar Road,25.038393000254697,69.519497
Nagarparkar,24.35792160030856,70.75509999999998
Nandipur,32.24560109960036,74.2617589
Nankana Sahib,31.444650599634183,73.6933253
Narang Mandi,31.903256199612375,74.5133856
Narrain,34.00687982940371,73.09059069095724
Naserpur,25.518740500211347,68.61706449999998
Nasirabad,27.381917700015435,67.91654759999999
Nathia Gali,34.071724499604095,73.38843479999998
National Colony,31.40640155696064,73.12849060328818
National Colony,31.46306203884707,73.15208929338547
Naukot,24.85808060026989,69.4008113
Naushahro Firoz,26.84005380007544,68.11882859999999
Nawanshehr,34.16536619960751,73.26604
Nazar Town,32.21333489960132,71.45582879999999
Nazimabad,24.912812600265344,67.031206
Nazim Abad,31.408525612164933,73.06864731931748
New Awan Town,33.60214989959181,73.0172466
New Balakot City,34.41529069961814,73.2930019
New Dumbaalo,25.146633661974295,68.95644115763663
New Karachi,24.999422100258034,67.0642549
Niamuana 235 RB,31.34056117118755,73.09080536082969
Niaz Baig,31.48443429963203,74.2363949
Nighaban pura,31.440673860767156,73.11079682805921
Nisar Colony,31.37896490428955,73.0621054819622
Nisatta,34.10186729960516,71.7964229
Nizampur,32.244708914252655,74.26226994045642
Nizampura,31.087704699655383,74.41700149999998
Nok Kundi,28.823933299856023,62.745430599999985
Nooriabad,25.163215800243826,67.8081364
Noor Pur,31.459484279561767,73.09713059368121
Noor Pur Pul,31.028779399659225,74.353148
Noorpur Thal,31.88000809961332,71.90121159999998
Noor Sir,29.844606266834163,73.09298055882265
North Karachi,24.972535700260316,67.0669523
Nowaban Wala,31.38444208560276,73.06307511242345
Nowshera Virkan,31.96556799960991,73.9732207
nushki,29.550000999781805,66.0166996
Officer Block,31.4542408878726,73.09154386641359
Oghi,34.49730449962212,73.0160443
Old City,34.00741249960195,71.57168620000002
Old City,33.617511399592075,73.06096000000001
Orangi,24.947682800262417,66.9996748
Ormara,25.21056340023963,64.6374914
Pabbi,34.009119199602,71.7971952
Pacha Kalay,34.59379456385613,72.45151938820074
Padhana,31.471746999632703,74.6234395
Padidan,26.781981800081784,68.27963419999999
Pahar Khel,32.648571302158416,70.87525703879206
Paharpur,32.10443269960484,70.97066639999998
Painsra,31.347730899639576,72.81809
Palandri,33.71811119959409,73.68828609999998
Panjgur,26.9616074000621,64.11533389999998
Panjpir,34.08783829960468,72.4782826
Parachinar,33.89679379959858,70.10005639999999
Paradise Valley,31.47293046141216,73.19512417877034
Parekareh town,33.90144150671715,71.08525945886053
Partab Nagar,31.410393470683825,73.0635055111534
Pasni,25.264384000234806,63.472345499999996
Pastawani,33.70414287873581,71.75951016014503
Pattoki,31.021061399659736,73.852906
Pehlwan Arian,29.934530899745653,72.0370446
Peoples Colony No.01,31.408667533348616,73.1078973572964
Pezu,32.317722099598306,70.73626429999999
Phalia,32.4329035995954,73.57715899999998
Phandu,33.98310689960118,71.6350211
Phool Nagar,31.20454389964806,73.94036749999998
Phularwan,32.35743139959725,73.0127661
PIA Employeed Housing,30.245124999718424,71.527777
Pidakkesh,36.82463469982676,75.3043256
Pidarak,25.844048400179872,63.23571099999999
Pind Dadan Khan,32.59019709959214,73.0432545
Pindi Bhattian,31.900001899612498,73.2713766
Pindi Gheb,33.24147019958776,72.2713789
Pindi Jhunja,32.94247869958792,74.01763379999998
Pir Mahal,30.76545759967746,72.4344064
Pir Saddo,34.33774939961461,71.8504598
Pishin,30.582866299691126,66.9966427
PNWHS,24.809863200273846,67.4433366
Pourmiana,33.837163899596966,72.7816474
Pull Bagar,30.572479199691927,72.03870639999998
Punjab Social Security Housing Colony,31.37372199374526,73.14255809409414
Purana Hasilpur,29.71423431411139,72.55259564020223
Qaboola,30.183032799723705,73.06505699999998
Qadirabad,32.29726299959887,73.50252889999999
Qadirpur Ran,30.29227919971446,71.6722363
Qala,34.78200406023616,72.32884444645023
Qasba Gujrat,30.168882771408693,70.95523336990594
Qayyum Abad,33.642614099592556,73.09761320000001
Qazi Ahmad,26.301931800133136,68.104409
Qazian,33.29879529958809,73.3963578
Qila Ahmad Abad,30.788377299675812,73.8444506
Qila Didar Singh,32.131941999603924,74.01520629999999
Qila Saifullah,30.701365999682167,68.35970029999999
Qilla Abdullah,30.72828719968018,66.6601723
Qilla Ladgasht,27.926435899954463,62.92513189999998
Rabbani Colony,31.38898459581608,73.10706833931428
Rachna Town,31.38654329912949,73.12071473524087
Radhan,27.17753780003821,67.9526098
Raheem Gardens,31.372365373912167,73.0571068093903
Rahim Abad,34.76979529963703,72.3380463
Raja Colony,31.426765572186042,73.05734474159495
Raja Jang,31.2233297996469,74.2545029
Rajana,30.855119799671044,72.5501802
Rajanpur,29.104271499826588,70.3283163
Rajowal,30.816372799673793,73.91454909999999
Rakhni,30.044598499735777,69.92505879999999
Ranipur,27.287029000026028,68.50438
Rao Khan Wala,31.192436699648802,74.32764239999999
Rashakai,34.11744939960572,72.02265619999999
Rasool Nagar,31.40086513217568,73.12411488320085
Ratodero,27.80072389996852,68.2884248
Rawalakot,33.85722839959749,73.76057469999999
Rawalpindi Cantonment,33.588242099591554,73.0479912
